EventId,Type,Severity,StartTime(UTC),EndTime(UTC),TimeZone,LocationLat,LocationLng,AirportCode,City,County,State,ZipCode
W-877805,Rain,Light,2017-02-14 17:32:00,2017-02-14 18:20:00,US/Central,32.6809,-96.8682,KRBD,Dallas,Dallas,TX,75237.0
W-877806,Rain,Light,2017-02-14 21:39:00,2017-02-14 21:53:00,US/Central,32.6809,-96.8682,KRBD,Dallas,Dallas,TX,75237.0
W-877807,Rain,Light,2017-02-15 03:53:00,2017-02-15 04:11:00,US/Central,32.6809,-96.8682,KRBD,Dallas,Dallas,TX,75237.0
W-877808,Fog,Severe,2017-02-19 13:14:00,2017-02-19 14:27:00,US/Central,32.6809,-96.8682,KRBD,Dallas,Dallas,TX,75237.0
W-877809,Fog,Moderate,2017-02-19 18:53:00,2017-02-19 20:53:00,US/Central,32.6809,-96.8682,KRBD,Dallas,Dallas,TX,75237.0
W-877810,Rain,Light,2017-02-20 06:42:00,2017-02-20 06:46:00,US/Central,32.6809,-96.8682,KRBD,Dallas,Dallas,TX,75237.0
W-877811,Rain,Moderate,2017-02-20 06:46:00,2017-02-20 07:20:00,US/Central,32.6809,-96.8682,KRBD,Dallas,Dallas,TX,75237.0
W-877812,Rain,Heavy,2017-02-20 07:20:00,2017-02-20 08:09:00,US/Central,32.6809,-96.8682,KRBD,Dallas,Dallas,TX,75237.0
W-877813,Rain,Light,2017-02-20 08:09:00,2017-02-20 08:38:00,US/Central,32.6809,-96.8682,KRBD,Dallas,Dallas,TX,75237.0
W-877814,Rain,Moderate,2017-02-20 08:38:00,2017-02-20 09:12:00,US/Central,32.6809,-96.8682,KRBD,Dallas,Dallas,TX,75237.0
W-877815,Rain,Light,2017-02-20 09:12:00,2017-02-20 09:53:00,US/Central,32.6809,-96.8682,KRBD,Dallas,Dallas,TX,75237.0
W-877816,Rain,Moderate,2017-02-20 09:53:00,2017-02-20 10:53:00,US/Central,32.6809,-96.8682,KRBD,Dallas,Dallas,TX,75237.0
W-877817,Rain,Light,2017-02-20 12:53:00,2017-02-20 14:53:00,US/Central,32.6809,-96.8682,KRBD,Dallas,Dallas,TX,75237.0
W-877818,Fog,Severe,2017-02-21 09:15:00,2017-02-21 09:45:00,US/Central,32.6809,-96.8682,KRBD,Dallas,Dallas,TX,75237.0
W-877819,Fog,Severe,2017-02-21 09:53:00,2017-02-21 10:35:00,US/Central,32.6809,-96.8682,KRBD,Dallas,Dallas,TX,75237.0
W-877820,Rain,Light,2017-02-26 21:53:00,2017-02-26 22:53:00,US/Central,32.6809,-96.8682,KRBD,Dallas,Dallas,TX,75237.0
W-877821,Rain,Light,2017-02-27 16:59:00,2017-02-27 17:15:00,US/Central,32.6809,-96.8682,KRBD,Dallas,Dallas,TX,75237.0
W-877822,Fog,Moderate,2017-02-28 10:53:00,2017-02-28 11:53:00,US/Central,32.6809,-96.8682,KRBD,Dallas,Dallas,TX,75237.0
W-877823,Fog,Moderate,2017-02-28 15:09:00,2017-03-01 00:53:00,US/Central,32.6809,-96.8682,KRBD,Dallas,Dallas,TX,75237.0
W-877824,Rain,Light,2017-03-05 01:05:00,2017-03-05 04:53:00,US/Central,32.6809,-96.8682,KRBD,Dallas,Dallas,TX,75237.0
W-877825,Rain,Light,2017-03-05 06:53:00,2017-03-05 08:39:00,US/Central,32.6809,-96.8682,KRBD,Dallas,Dallas,TX,75237.0
W-877826,Rain,Light,2017-03-05 10:53:00,2017-03-05 11:53:00,US/Central,32.6809,-96.8682,KRBD,Dallas,Dallas,TX,75237.0
W-877827,Rain,Light,2017-03-05 14:27:00,2017-03-05 16:30:00,US/Central,32.6809,-96.8682,KRBD,Dallas,Dallas,TX,75237.0
W-877828,Rain,Light,2017-03-05 18:53:00,2017-03-05 19:53:00,US/Central,32.6809,-96.8682,KRBD,Dallas,Dallas,TX,75237.0
W-877829,Rain,Light,2017-03-05 20:09:00,2017-03-05 20:53:00,US/Central,32.6809,-96.8682,KRBD,Dallas,Dallas,TX,75237.0
W-877830,Rain,Light,2017-03-05 21:19:00,2017-03-05 21:41:00,US/Central,32.6809,-96.8682,KRBD,Dallas,Dallas,TX,75237.0
W-877831,Rain,Light,2017-03-07 11:02:00,2017-03-07 11:37:00,US/Central,32.6809,-96.8682,KRBD,Dallas,Dallas,TX,75237.0
W-877832,Rain,Moderate,2017-03-07 11:37:00,2017-03-07 12:02:00,US/Central,32.6809,-96.8682,KRBD,Dallas,Dallas,TX,75237.0
W-877833,Rain,Moderate,2017-03-11 20:53:00,2017-03-11 20:59:00,US/Central,32.6809,-96.8682,KRBD,Dallas,Dallas,TX,75237.0
W-877834,Rain,Heavy,2017-03-11 20:59:00,2017-03-11 21:05:00,US/Central,32.6809,-96.8682,KRBD,Dallas,Dallas,TX,75237.0
W-877835,Fog,Severe,2017-03-11 21:05:00,2017-03-11 21:13:00,US/Central,32.6809,-96.8682,KRBD,Dallas,Dallas,TX,75237.0
W-877836,Rain,Heavy,2017-03-11 21:13:00,2017-03-11 22:03:00,US/Central,32.6809,-96.8682,KRBD,Dallas,Dallas,TX,75237.0
W-877837,Rain,Light,2017-03-11 22:03:00,2017-03-12 00:53:00,US/Central,32.6809,-96.8682,KRBD,Dallas,Dallas,TX,75237.0
W-877838,Rain,Light,2017-03-12 01:53:00,2017-03-12 02:53:00,US/Central,32.6809,-96.8682,KRBD,Dallas,Dallas,TX,75237.0
W-877839,Rain,Light,2017-03-12 04:53:00,2017-03-12 05:42:00,US/Central,32.6809,-96.8682,KRBD,Dallas,Dallas,TX,75237.0
W-877840,Rain,Light,2017-03-12 09:53:00,2017-03-12 10:36:00,US/Central,32.6809,-96.8682,KRBD,Dallas,Dallas,TX,75237.0
W-877841,Rain,Light,2017-03-13 10:51:00,2017-03-13 11:53:00,US/Central,32.6809,-96.8682,KRBD,Dallas,Dallas,TX,75237.0
W-877842,Rain,Light,2017-03-24 13:53:00,2017-03-24 14:53:00,US/Central,32.6809,-96.8682,KRBD,Dallas,Dallas,TX,75237.0
W-877843,Rain,Light,2017-03-24 16:21:00,2017-03-24 17:48:00,US/Central,32.6809,-96.8682,KRBD,Dallas,Dallas,TX,75237.0
W-877844,Rain,Moderate,2017-03-24 17:48:00,2017-03-24 17:58:00,US/Central,32.6809,-96.8682,KRBD,Dallas,Dallas,TX,75237.0
W-877845,Rain,Light,2017-03-24 17:58:00,2017-03-24 18:05:00,US/Central,32.6809,-96.8682,KRBD,Dallas,Dallas,TX,75237.0
W-877846,Fog,Severe,2017-03-24 18:05:00,2017-03-24 18:11:00,US/Central,32.6809,-96.8682,KRBD,Dallas,Dallas,TX,75237.0
W-877847,Rain,Moderate,2017-03-24 18:11:00,2017-03-24 19:24:00,US/Central,32.6809,-96.8682,KRBD,Dallas,Dallas,TX,75237.0
W-877848,Rain,Light,2017-03-24 19:24:00,2017-03-24 19:53:00,US/Central,32.6809,-96.8682,KRBD,Dallas,Dallas,TX,75237.0
W-877849,Rain,Light,2017-03-27 03:53:00,2017-03-27 04:53:00,US/Central,32.6809,-96.8682,KRBD,Dallas,Dallas,TX,75237.0
W-877850,Fog,Moderate,2017-03-28 19:53:00,2017-03-28 21:53:00,US/Central,32.6809,-96.8682,KRBD,Dallas,Dallas,TX,75237.0
W-877851,Rain,Light,2017-03-29 08:18:00,2017-03-29 08:37:00,US/Central,32.6809,-96.8682,KRBD,Dallas,Dallas,TX,75237.0
W-877852,Rain,Moderate,2017-03-29 08:37:00,2017-03-29 08:48:00,US/Central,32.6809,-96.8682,KRBD,Dallas,Dallas,TX,75237.0
W-877853,Rain,Heavy,2017-03-29 08:48:00,2017-03-29 08:55:00,US/Central,32.6809,-96.8682,KRBD,Dallas,Dallas,TX,75237.0
W-877854,Rain,Light,2017-03-29 08:55:00,2017-03-29 11:44:00,US/Central,32.6809,-96.8682,KRBD,Dallas,Dallas,TX,75237.0
W-877855,Rain,Light,2017-04-02 13:05:00,2017-04-02 13:44:00,US/Central,32.6809,-96.8682,KRBD,Dallas,Dallas,TX,75237.0
W-877856,Rain,Moderate,2017-04-02 13:44:00,2017-04-02 13:53:00,US/Central,32.6809,-96.8682,KRBD,Dallas,Dallas,TX,75237.0
W-877857,Rain,Heavy,2017-04-02 13:53:00,2017-04-02 14:00:00,US/Central,32.6809,-96.8682,KRBD,Dallas,Dallas,TX,75237.0
W-877858,Rain,Light,2017-04-02 14:00:00,2017-04-02 14:34:00,US/Central,32.6809,-96.8682,KRBD,Dallas,Dallas,TX,75237.0
W-877859,Rain,Moderate,2017-04-02 14:34:00,2017-04-02 15:00:00,US/Central,32.6809,-96.8682,KRBD,Dallas,Dallas,TX,75237.0
W-877860,Rain,Light,2017-04-02 15:00:00,2017-04-02 15:48:00,US/Central,32.6809,-96.8682,KRBD,Dallas,Dallas,TX,75237.0
W-877861,Rain,Moderate,2017-04-02 15:48:00,2017-04-02 16:00:00,US/Central,32.6809,-96.8682,KRBD,Dallas,Dallas,TX,75237.0
W-877862,Rain,Light,2017-04-02 16:00:00,2017-04-02 16:38:00,US/Central,32.6809,-96.8682,KRBD,Dallas,Dallas,TX,75237.0
W-877863,Rain,Moderate,2017-04-02 16:38:00,2017-04-02 16:57:00,US/Central,32.6809,-96.8682,KRBD,Dallas,Dallas,TX,75237.0
W-877864,Rain,Light,2017-04-02 16:57:00,2017-04-02 17:29:00,US/Central,32.6809,-96.8682,KRBD,Dallas,Dallas,TX,75237.0
W-877865,Rain,Moderate,2017-04-02 17:29:00,2017-04-02 18:00:00,US/Central,32.6809,-96.8682,KRBD,Dallas,Dallas,TX,75237.0
W-877866,Rain,Light,2017-04-02 18:00:00,2017-04-02 18:14:00,US/Central,32.6809,-96.8682,KRBD,Dallas,Dallas,TX,75237.0
W-877867,Rain,Moderate,2017-04-02 18:14:00,2017-04-02 19:26:00,US/Central,32.6809,-96.8682,KRBD,Dallas,Dallas,TX,75237.0
W-877868,Rain,Light,2017-04-02 19:26:00,2017-04-02 19:53:00,US/Central,32.6809,-96.8682,KRBD,Dallas,Dallas,TX,75237.0
W-877869,Rain,Light,2017-04-03 02:42:00,2017-04-03 03:07:00,US/Central,32.6809,-96.8682,KRBD,Dallas,Dallas,TX,75237.0
W-877870,Rain,Light,2017-04-10 21:53:00,2017-04-10 22:53:00,US/Central,32.6809,-96.8682,KRBD,Dallas,Dallas,TX,75237.0
W-877871,Rain,Light,2017-04-11 00:18:00,2017-04-11 01:42:00,US/Central,32.6809,-96.8682,KRBD,Dallas,Dallas,TX,75237.0
W-877872,Rain,Light,2017-04-11 05:25:00,2017-04-11 06:58:00,US/Central,32.6809,-96.8682,KRBD,Dallas,Dallas,TX,75237.0
W-877873,Rain,Moderate,2017-04-11 07:07:00,2017-04-11 07:53:00,US/Central,32.6809,-96.8682,KRBD,Dallas,Dallas,TX,75237.0
W-877874,Rain,Light,2017-04-11 08:30:00,2017-04-11 08:53:00,US/Central,32.6809,-96.8682,KRBD,Dallas,Dallas,TX,75237.0
W-877875,Rain,Light,2017-04-11 09:32:00,2017-04-11 09:39:00,US/Central,32.6809,-96.8682,KRBD,Dallas,Dallas,TX,75237.0
W-877876,Rain,Light,2017-04-11 09:53:00,2017-04-11 10:02:00,US/Central,32.6809,-96.8682,KRBD,Dallas,Dallas,TX,75237.0
W-877877,Rain,Light,2017-04-11 11:43:00,2017-04-11 11:53:00,US/Central,32.6809,-96.8682,KRBD,Dallas,Dallas,TX,75237.0
W-877878,Rain,Light,2017-04-11 13:53:00,2017-04-11 14:07:00,US/Central,32.6809,-96.8682,KRBD,Dallas,Dallas,TX,75237.0
W-877879,Rain,Light,2017-04-16 21:53:00,2017-04-16 22:53:00,US/Central,32.6809,-96.8682,KRBD,Dallas,Dallas,TX,75237.0
W-877880,Rain,Light,2017-04-17 18:49:00,2017-04-17 19:06:00,US/Central,32.6809,-96.8682,KRBD,Dallas,Dallas,TX,75237.0
W-877881,Rain,Light,2017-04-17 19:23:00,2017-04-17 20:53:00,US/Central,32.6809,-96.8682,KRBD,Dallas,Dallas,TX,75237.0
W-877882,Rain,Moderate,2017-04-17 20:53:00,2017-04-17 20:58:00,US/Central,32.6809,-96.8682,KRBD,Dallas,Dallas,TX,75237.0
W-877883,Fog,Severe,2017-04-17 20:58:00,2017-04-17 21:49:00,US/Central,32.6809,-96.8682,KRBD,Dallas,Dallas,TX,75237.0
W-877884,Rain,Heavy,2017-04-17 21:49:00,2017-04-17 21:59:00,US/Central,32.6809,-96.8682,KRBD,Dallas,Dallas,TX,75237.0
W-877885,Rain,Light,2017-04-17 21:59:00,2017-04-17 22:30:00,US/Central,32.6809,-96.8682,KRBD,Dallas,Dallas,TX,75237.0
W-877886,Rain,Moderate,2017-04-17 22:30:00,2017-04-17 22:38:00,US/Central,32.6809,-96.8682,KRBD,Dallas,Dallas,TX,75237.0
W-877887,Fog,Severe,2017-04-17 22:38:00,2017-04-17 22:44:00,US/Central,32.6809,-96.8682,KRBD,Dallas,Dallas,TX,75237.0
W-877888,Rain,Heavy,2017-04-17 22:44:00,2017-04-17 23:01:00,US/Central,32.6809,-96.8682,KRBD,Dallas,Dallas,TX,75237.0
W-877889,Rain,Light,2017-04-17 23:01:00,2017-04-17 23:16:00,US/Central,32.6809,-96.8682,KRBD,Dallas,Dallas,TX,75237.0
W-877890,Rain,Moderate,2017-04-17 23:16:00,2017-04-18 00:00:00,US/Central,32.6809,-96.8682,KRBD,Dallas,Dallas,TX,75237.0
W-877891,Rain,Light,2017-04-18 00:00:00,2017-04-18 01:53:00,US/Central,32.6809,-96.8682,KRBD,Dallas,Dallas,TX,75237.0
W-877892,Fog,Severe,2017-04-18 11:40:00,2017-04-18 14:30:00,US/Central,32.6809,-96.8682,KRBD,Dallas,Dallas,TX,75237.0
W-877893,Rain,Light,2017-04-22 05:04:00,2017-04-22 05:53:00,US/Central,32.6809,-96.8682,KRBD,Dallas,Dallas,TX,75237.0
W-877894,Rain,Light,2017-04-22 06:25:00,2017-04-22 07:12:00,US/Central,32.6809,-96.8682,KRBD,Dallas,Dallas,TX,75237.0
W-877895,Rain,Light,2017-04-22 18:53:00,2017-04-22 19:50:00,US/Central,32.6809,-96.8682,KRBD,Dallas,Dallas,TX,75237.0
W-877896,Rain,Light,2017-04-26 11:53:00,2017-04-26 12:08:00,US/Central,32.6809,-96.8682,KRBD,Dallas,Dallas,TX,75237.0
W-877897,Rain,Moderate,2017-04-26 12:08:00,2017-04-26 12:15:00,US/Central,32.6809,-96.8682,KRBD,Dallas,Dallas,TX,75237.0
W-877898,Fog,Severe,2017-04-26 12:15:00,2017-04-26 12:18:00,US/Central,32.6809,-96.8682,KRBD,Dallas,Dallas,TX,75237.0
W-877899,Rain,Heavy,2017-04-26 12:18:00,2017-04-26 13:00:00,US/Central,32.6809,-96.8682,KRBD,Dallas,Dallas,TX,75237.0
W-877900,Rain,Light,2017-04-26 13:00:00,2017-04-26 13:19:00,US/Central,32.6809,-96.8682,KRBD,Dallas,Dallas,TX,75237.0
W-877901,Rain,Moderate,2017-04-26 13:19:00,2017-04-26 13:26:00,US/Central,32.6809,-96.8682,KRBD,Dallas,Dallas,TX,75237.0
W-877902,Rain,Heavy,2017-04-26 13:26:00,2017-04-26 14:06:00,US/Central,32.6809,-96.8682,KRBD,Dallas,Dallas,TX,75237.0
W-877903,Rain,Light,2017-04-26 14:06:00,2017-04-26 14:21:00,US/Central,32.6809,-96.8682,KRBD,Dallas,Dallas,TX,75237.0
W-877904,Rain,Light,2017-04-26 15:32:00,2017-04-26 16:53:00,US/Central,32.6809,-96.8682,KRBD,Dallas,Dallas,TX,75237.0
W-877905,Fog,Moderate,2017-04-29 05:31:00,2017-04-29 05:53:00,US/Central,32.6809,-96.8682,KRBD,Dallas,Dallas,TX,75237.0
W-877906,Fog,Moderate,2017-04-29 06:51:00,2017-04-29 11:43:00,US/Central,32.6809,-96.8682,KRBD,Dallas,Dallas,TX,75237.0
W-877907,Fog,Moderate,2017-04-29 12:36:00,2017-04-29 17:53:00,US/Central,32.6809,-96.8682,KRBD,Dallas,Dallas,TX,75237.0
W-877908,Fog,Severe,2017-04-29 22:49:00,2017-04-29 22:59:00,US/Central,32.6809,-96.8682,KRBD,Dallas,Dallas,TX,75237.0
W-877909,Fog,Moderate,2017-04-29 22:59:00,2017-04-29 23:19:00,US/Central,32.6809,-96.8682,KRBD,Dallas,Dallas,TX,75237.0
W-877910,Rain,Light,2017-04-30 01:43:00,2017-04-30 03:22:00,US/Central,32.6809,-96.8682,KRBD,Dallas,Dallas,TX,75237.0
W-877911,Rain,Light,2017-04-30 08:30:00,2017-04-30 10:53:00,US/Central,32.6809,-96.8682,KRBD,Dallas,Dallas,TX,75237.0
W-877912,Rain,Light,2017-05-03 18:08:00,2017-05-03 20:17:00,US/Central,32.6809,-96.8682,KRBD,Dallas,Dallas,TX,75237.0
W-877913,Cold,Severe,2017-05-08 20:49:00,2017-05-08 20:53:00,US/Central,32.6809,-96.8682,KRBD,Dallas,Dallas,TX,75237.0
W-877914,Rain,Light,2017-05-10 12:44:00,2017-05-10 13:35:00,US/Central,32.6809,-96.8682,KRBD,Dallas,Dallas,TX,75237.0
W-877915,Rain,Light,2017-05-10 18:25:00,2017-05-10 18:44:00,US/Central,32.6809,-96.8682,KRBD,Dallas,Dallas,TX,75237.0
W-877916,Rain,Light,2017-05-17 09:37:00,2017-05-17 11:50:00,US/Central,32.6809,-96.8682,KRBD,Dallas,Dallas,TX,75237.0
W-877917,Rain,Moderate,2017-05-17 11:50:00,2017-05-17 11:59:00,US/Central,32.6809,-96.8682,KRBD,Dallas,Dallas,TX,75237.0
W-877918,Rain,Light,2017-05-17 11:59:00,2017-05-17 12:18:00,US/Central,32.6809,-96.8682,KRBD,Dallas,Dallas,TX,75237.0
W-877919,Rain,Moderate,2017-05-17 12:18:00,2017-05-17 12:53:00,US/Central,32.6809,-96.8682,KRBD,Dallas,Dallas,TX,75237.0
W-877920,Rain,Light,2017-05-19 17:53:00,2017-05-19 18:53:00,US/Central,32.6809,-96.8682,KRBD,Dallas,Dallas,TX,75237.0
W-877921,Rain,Light,2017-05-20 03:06:00,2017-05-20 03:26:00,US/Central,32.6809,-96.8682,KRBD,Dallas,Dallas,TX,75237.0
W-877922,Rain,Light,2017-05-20 06:36:00,2017-05-20 06:53:00,US/Central,32.6809,-96.8682,KRBD,Dallas,Dallas,TX,75237.0
W-877923,Rain,Moderate,2017-05-20 06:53:00,2017-05-20 07:42:00,US/Central,32.6809,-96.8682,KRBD,Dallas,Dallas,TX,75237.0
W-877924,Rain,Heavy,2017-05-20 07:42:00,2017-05-20 08:10:00,US/Central,32.6809,-96.8682,KRBD,Dallas,Dallas,TX,75237.0
W-877925,Rain,Light,2017-05-20 08:10:00,2017-05-20 09:53:00,US/Central,32.6809,-96.8682,KRBD,Dallas,Dallas,TX,75237.0
W-877926,Rain,Light,2017-05-21 09:43:00,2017-05-21 09:53:00,US/Central,32.6809,-96.8682,KRBD,Dallas,Dallas,TX,75237.0
W-877927,Rain,Light,2017-05-21 12:37:00,2017-05-21 13:53:00,US/Central,32.6809,-96.8682,KRBD,Dallas,Dallas,TX,75237.0
W-877928,Rain,Moderate,2017-05-21 13:53:00,2017-05-21 14:11:00,US/Central,32.6809,-96.8682,KRBD,Dallas,Dallas,TX,75237.0
W-877929,Rain,Light,2017-05-21 14:11:00,2017-05-21 14:53:00,US/Central,32.6809,-96.8682,KRBD,Dallas,Dallas,TX,75237.0
W-877930,Rain,Light,2017-05-21 15:05:00,2017-05-21 16:29:00,US/Central,32.6809,-96.8682,KRBD,Dallas,Dallas,TX,75237.0
W-877931,Rain,Light,2017-05-22 05:53:00,2017-05-22 12:09:00,US/Central,32.6809,-96.8682,KRBD,Dallas,Dallas,TX,75237.0
W-877932,Rain,Light,2017-05-23 10:53:00,2017-05-23 11:30:00,US/Central,32.6809,-96.8682,KRBD,Dallas,Dallas,TX,75237.0
W-877933,Rain,Light,2017-05-23 15:48:00,2017-05-23 17:13:00,US/Central,32.6809,-96.8682,KRBD,Dallas,Dallas,TX,75237.0
W-877934,Rain,Light,2017-05-23 21:53:00,2017-05-24 00:53:00,US/Central,32.6809,-96.8682,KRBD,Dallas,Dallas,TX,75237.0
W-877935,Fog,Moderate,2017-05-27 19:30:00,2017-05-28 02:53:00,US/Central,32.6809,-96.8682,KRBD,Dallas,Dallas,TX,75237.0
W-877936,Fog,Moderate,2017-05-28 03:53:00,2017-05-28 04:53:00,US/Central,32.6809,-96.8682,KRBD,Dallas,Dallas,TX,75237.0
W-877937,Rain,Light,2017-05-28 11:02:00,2017-05-28 11:53:00,US/Central,32.6809,-96.8682,KRBD,Dallas,Dallas,TX,75237.0
W-877938,Rain,Light,2017-05-28 13:53:00,2017-05-28 15:00:00,US/Central,32.6809,-96.8682,KRBD,Dallas,Dallas,TX,75237.0
W-877939,Rain,Light,2017-05-28 15:44:00,2017-05-28 18:38:00,US/Central,32.6809,-96.8682,KRBD,Dallas,Dallas,TX,75237.0
W-877940,Rain,Light,2017-05-28 18:53:00,2017-05-28 19:06:00,US/Central,32.6809,-96.8682,KRBD,Dallas,Dallas,TX,75237.0
W-877941,Rain,Light,2017-05-28 20:02:00,2017-05-28 21:40:00,US/Central,32.6809,-96.8682,KRBD,Dallas,Dallas,TX,75237.0
W-877942,Rain,Light,2017-06-01 19:44:00,2017-06-01 20:19:00,US/Central,32.6809,-96.8682,KRBD,Dallas,Dallas,TX,75237.0
W-877943,Rain,Light,2017-06-01 20:29:00,2017-06-01 20:44:00,US/Central,32.6809,-96.8682,KRBD,Dallas,Dallas,TX,75237.0
W-877944,Rain,Light,2017-06-01 21:53:00,2017-06-01 22:20:00,US/Central,32.6809,-96.8682,KRBD,Dallas,Dallas,TX,75237.0
W-877945,Rain,Moderate,2017-06-01 22:20:00,2017-06-01 23:03:00,US/Central,32.6809,-96.8682,KRBD,Dallas,Dallas,TX,75237.0
W-877946,Rain,Light,2017-06-01 23:03:00,2017-06-01 23:53:00,US/Central,32.6809,-96.8682,KRBD,Dallas,Dallas,TX,75237.0
W-877947,Rain,Light,2017-06-02 18:53:00,2017-06-02 19:40:00,US/Central,32.6809,-96.8682,KRBD,Dallas,Dallas,TX,75237.0
W-877948,Rain,Light,2017-06-02 19:50:00,2017-06-02 20:13:00,US/Central,32.6809,-96.8682,KRBD,Dallas,Dallas,TX,75237.0
W-877949,Rain,Light,2017-06-02 21:00:00,2017-06-02 22:51:00,US/Central,32.6809,-96.8682,KRBD,Dallas,Dallas,TX,75237.0
W-877950,Fog,Severe,2017-06-02 22:51:00,2017-06-02 23:17:00,US/Central,32.6809,-96.8682,KRBD,Dallas,Dallas,TX,75237.0
W-877951,Rain,Heavy,2017-06-02 23:17:00,2017-06-03 00:13:00,US/Central,32.6809,-96.8682,KRBD,Dallas,Dallas,TX,75237.0
W-877952,Precipitation,UNK,2017-06-03 00:13:00,2017-06-03 00:35:00,US/Central,32.6809,-96.8682,KRBD,Dallas,Dallas,TX,75237.0
W-877953,Rain,Heavy,2017-06-03 00:35:00,2017-06-03 00:57:00,US/Central,32.6809,-96.8682,KRBD,Dallas,Dallas,TX,75237.0
W-877954,Rain,Light,2017-06-03 00:57:00,2017-06-03 01:06:00,US/Central,32.6809,-96.8682,KRBD,Dallas,Dallas,TX,75237.0
W-877955,Rain,Moderate,2017-06-03 01:06:00,2017-06-03 01:18:00,US/Central,32.6809,-96.8682,KRBD,Dallas,Dallas,TX,75237.0
W-877956,Rain,Heavy,2017-06-03 01:18:00,2017-06-03 02:02:00,US/Central,32.6809,-96.8682,KRBD,Dallas,Dallas,TX,75237.0
W-877957,Rain,Light,2017-06-03 02:02:00,2017-06-03 03:07:00,US/Central,32.6809,-96.8682,KRBD,Dallas,Dallas,TX,75237.0
W-877958,Rain,Light,2017-06-03 10:21:00,2017-06-03 10:31:00,US/Central,32.6809,-96.8682,KRBD,Dallas,Dallas,TX,75237.0
W-877959,Rain,Moderate,2017-06-03 10:31:00,2017-06-03 11:12:00,US/Central,32.6809,-96.8682,KRBD,Dallas,Dallas,TX,75237.0
W-877960,Rain,Light,2017-06-03 11:12:00,2017-06-03 11:53:00,US/Central,32.6809,-96.8682,KRBD,Dallas,Dallas,TX,75237.0
W-877961,Rain,Light,2017-06-03 12:01:00,2017-06-03 12:38:00,US/Central,32.6809,-96.8682,KRBD,Dallas,Dallas,TX,75237.0
W-877962,Rain,Moderate,2017-06-03 12:38:00,2017-06-03 13:31:00,US/Central,32.6809,-96.8682,KRBD,Dallas,Dallas,TX,75237.0
W-877963,Rain,Light,2017-06-03 13:31:00,2017-06-03 15:53:00,US/Central,32.6809,-96.8682,KRBD,Dallas,Dallas,TX,75237.0
W-877964,Rain,Light,2017-06-03 20:53:00,2017-06-03 21:53:00,US/Central,32.6809,-96.8682,KRBD,Dallas,Dallas,TX,75237.0
W-877965,Rain,Light,2017-06-04 23:10:00,2017-06-04 23:36:00,US/Central,32.6809,-96.8682,KRBD,Dallas,Dallas,TX,75237.0
W-877966,Fog,Severe,2017-06-04 23:36:00,2017-06-05 00:05:00,US/Central,32.6809,-96.8682,KRBD,Dallas,Dallas,TX,75237.0
W-877967,Rain,Moderate,2017-06-05 00:05:00,2017-06-05 00:19:00,US/Central,32.6809,-96.8682,KRBD,Dallas,Dallas,TX,75237.0
W-877968,Rain,Heavy,2017-06-05 00:19:00,2017-06-05 01:03:00,US/Central,32.6809,-96.8682,KRBD,Dallas,Dallas,TX,75237.0
W-877969,Rain,Moderate,2017-06-05 01:03:00,2017-06-05 01:23:00,US/Central,32.6809,-96.8682,KRBD,Dallas,Dallas,TX,75237.0
W-877970,Precipitation,UNK,2017-06-05 01:23:00,2017-06-05 02:18:00,US/Central,32.6809,-96.8682,KRBD,Dallas,Dallas,TX,75237.0
W-877971,Rain,Light,2017-06-05 02:18:00,2017-06-05 02:33:00,US/Central,32.6809,-96.8682,KRBD,Dallas,Dallas,TX,75237.0
W-877972,Rain,Light,2017-06-05 21:10:00,2017-06-05 21:40:00,US/Central,32.6809,-96.8682,KRBD,Dallas,Dallas,TX,75237.0
W-877973,Fog,Severe,2017-06-05 21:40:00,2017-06-05 21:45:00,US/Central,32.6809,-96.8682,KRBD,Dallas,Dallas,TX,75237.0
W-877974,Rain,Moderate,2017-06-05 21:45:00,2017-06-05 22:03:00,US/Central,32.6809,-96.8682,KRBD,Dallas,Dallas,TX,75237.0
W-877975,Rain,Light,2017-06-05 22:03:00,2017-06-05 22:16:00,US/Central,32.6809,-96.8682,KRBD,Dallas,Dallas,TX,75237.0
W-877976,Rain,Moderate,2017-06-05 22:16:00,2017-06-05 22:53:00,US/Central,32.6809,-96.8682,KRBD,Dallas,Dallas,TX,75237.0
W-877977,Rain,Heavy,2017-06-05 22:53:00,2017-06-05 23:53:00,US/Central,32.6809,-96.8682,KRBD,Dallas,Dallas,TX,75237.0
W-877978,Rain,Light,2017-06-09 13:07:00,2017-06-09 13:20:00,US/Central,32.6809,-96.8682,KRBD,Dallas,Dallas,TX,75237.0
W-877979,Rain,Moderate,2017-06-09 13:20:00,2017-06-09 13:53:00,US/Central,32.6809,-96.8682,KRBD,Dallas,Dallas,TX,75237.0
W-877980,Rain,Heavy,2017-06-09 13:53:00,2017-06-09 14:07:00,US/Central,32.6809,-96.8682,KRBD,Dallas,Dallas,TX,75237.0
W-877981,Rain,Light,2017-06-09 14:07:00,2017-06-09 14:36:00,US/Central,32.6809,-96.8682,KRBD,Dallas,Dallas,TX,75237.0
W-877982,Rain,Moderate,2017-06-09 14:36:00,2017-06-09 14:46:00,US/Central,32.6809,-96.8682,KRBD,Dallas,Dallas,TX,75237.0
W-877983,Rain,Heavy,2017-06-09 14:46:00,2017-06-09 15:02:00,US/Central,32.6809,-96.8682,KRBD,Dallas,Dallas,TX,75237.0
